category	cohort	sample	file_type	key	url	size_bytes	last_modified
reference			reference_genes_gff	reference/H37Rv/GCF_000195955.2_ASM19595v2_genomic.GenesOnly.gff	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/reference/H37Rv/GCF_000195955.2_ASM19595v2_genomic.GenesOnly.gff	729707	2026-07-20T13:39:36Z
reference			reference_fasta_fai	reference/H37Rv/GCF_000195955.2_ASM19595v2_genomic.fasta.fai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/reference/H37Rv/GCF_000195955.2_ASM19595v2_genomic.fasta.fai	29	2026-07-20T13:39:35Z
reference			reference_fasta	reference/H37Rv/GCF_000195955.2_ASM19595v2_genomic.fasta	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/reference/H37Rv/GCF_000195955.2_ASM19595v2_genomic.fasta	4466740	2026-07-20T13:39:34Z
reference			reference_homology_map_bam_bai	reference/H37Rv_HomologyMap/H37Rv.HomologyMap.k19w19.SelfToSelfAln.bam.bai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/reference/H37Rv_HomologyMap/H37Rv.HomologyMap.k19w19.SelfToSelfAln.bam.bai	4360	2026-07-29T16:45:07Z
reference			reference_homology_map_bam	reference/H37Rv_HomologyMap/H37Rv.HomologyMap.k19w19.SelfToSelfAln.bam	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/reference/H37Rv_HomologyMap/H37Rv.HomologyMap.k19w19.SelfToSelfAln.bam	328070	2026-07-29T16:45:05Z
sample	Mtb151	01_R1134	lr_100x_crai	samples/Mtb151/01_R1134/01_R1134.LR.AlnToH37Rv.Subsample100x.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/01_R1134/01_R1134.LR.AlnToH37Rv.Subsample100x.cram.crai	2185	2026-07-23T16:48:04Z
sample	Mtb151	01_R1134	lr_100x_cram	samples/Mtb151/01_R1134/01_R1134.LR.AlnToH37Rv.Subsample100x.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/01_R1134/01_R1134.LR.AlnToH37Rv.Subsample100x.cram	290131747	2026-07-23T16:48:00Z
sample	Mtb151	01_R1134	lr_full_depth_crai	samples/Mtb151/01_R1134/01_R1134.LR.AlnToH37Rv.primary_only.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/01_R1134/01_R1134.LR.AlnToH37Rv.primary_only.cram.crai	3054	2026-07-20T13:52:25Z
sample	Mtb151	01_R1134	lr_full_depth_cram	samples/Mtb151/01_R1134/01_R1134.LR.AlnToH37Rv.primary_only.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/01_R1134/01_R1134.LR.AlnToH37Rv.primary_only.cram	405896172	2026-07-20T13:52:24Z
sample	Mtb151	01_R1134	asm_crai	samples/Mtb151/01_R1134/01_R1134.mm2.AsmToH37Rv.asm10.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/01_R1134/01_R1134.mm2.AsmToH37Rv.asm10.cram.crai	68	2026-07-20T13:52:28Z
sample	Mtb151	01_R1134	asm_cram	samples/Mtb151/01_R1134/01_R1134.mm2.AsmToH37Rv.asm10.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/01_R1134/01_R1134.mm2.AsmToH37Rv.asm10.cram	792579	2026-07-20T13:52:26Z
sample	Mtb151	01_R1430	lr_100x_crai	samples/Mtb151/01_R1430/01_R1430.LR.AlnToH37Rv.Subsample100x.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/01_R1430/01_R1430.LR.AlnToH37Rv.Subsample100x.cram.crai	2529	2026-07-23T16:46:44Z
sample	Mtb151	01_R1430	lr_100x_cram	samples/Mtb151/01_R1430/01_R1430.LR.AlnToH37Rv.Subsample100x.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/01_R1430/01_R1430.LR.AlnToH37Rv.Subsample100x.cram	366881525	2026-07-23T16:46:40Z
sample	Mtb151	01_R1430	lr_full_depth_crai	samples/Mtb151/01_R1430/01_R1430.LR.AlnToH37Rv.primary_only.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/01_R1430/01_R1430.LR.AlnToH37Rv.primary_only.cram.crai	4994	2026-07-20T13:52:39Z
sample	Mtb151	01_R1430	lr_full_depth_cram	samples/Mtb151/01_R1430/01_R1430.LR.AlnToH37Rv.primary_only.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/01_R1430/01_R1430.LR.AlnToH37Rv.primary_only.cram	736496867	2026-07-20T13:52:37Z
sample	Mtb151	01_R1430	asm_crai	samples/Mtb151/01_R1430/01_R1430.mm2.AsmToH37Rv.asm10.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/01_R1430/01_R1430.mm2.AsmToH37Rv.asm10.cram.crai	67	2026-07-20T13:52:42Z
sample	Mtb151	01_R1430	asm_cram	samples/Mtb151/01_R1430/01_R1430.mm2.AsmToH37Rv.asm10.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/01_R1430/01_R1430.mm2.AsmToH37Rv.asm10.cram	793654	2026-07-20T13:52:41Z
sample	Mtb151	02_R0894	lr_100x_crai	samples/Mtb151/02_R0894/02_R0894.LR.AlnToH37Rv.Subsample100x.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R0894/02_R0894.LR.AlnToH37Rv.Subsample100x.cram.crai	2577	2026-07-23T16:46:54Z
sample	Mtb151	02_R0894	lr_100x_cram	samples/Mtb151/02_R0894/02_R0894.LR.AlnToH37Rv.Subsample100x.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R0894/02_R0894.LR.AlnToH37Rv.Subsample100x.cram	383509935	2026-07-23T16:46:51Z
sample	Mtb151	02_R0894	lr_full_depth_crai	samples/Mtb151/02_R0894/02_R0894.LR.AlnToH37Rv.primary_only.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R0894/02_R0894.LR.AlnToH37Rv.primary_only.cram.crai	4504	2026-07-20T13:52:51Z
sample	Mtb151	02_R0894	lr_full_depth_cram	samples/Mtb151/02_R0894/02_R0894.LR.AlnToH37Rv.primary_only.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R0894/02_R0894.LR.AlnToH37Rv.primary_only.cram	668250085	2026-07-20T13:52:49Z
sample	Mtb151	02_R0894	asm_crai	samples/Mtb151/02_R0894/02_R0894.mm2.AsmToH37Rv.asm10.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R0894/02_R0894.mm2.AsmToH37Rv.asm10.cram.crai	67	2026-07-20T13:52:53Z
sample	Mtb151	02_R0894	asm_cram	samples/Mtb151/02_R0894/02_R0894.mm2.AsmToH37Rv.asm10.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R0894/02_R0894.mm2.AsmToH37Rv.asm10.cram	850207	2026-07-20T13:52:52Z
sample	Mtb151	02_R1179	lr_100x_crai	samples/Mtb151/02_R1179/02_R1179.LR.AlnToH37Rv.Subsample100x.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1179/02_R1179.LR.AlnToH37Rv.Subsample100x.cram.crai	2420	2026-07-23T16:48:29Z
sample	Mtb151	02_R1179	lr_100x_cram	samples/Mtb151/02_R1179/02_R1179.LR.AlnToH37Rv.Subsample100x.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1179/02_R1179.LR.AlnToH37Rv.Subsample100x.cram	344385730	2026-07-23T16:48:24Z
sample	Mtb151	02_R1179	lr_full_depth_crai	samples/Mtb151/02_R1179/02_R1179.LR.AlnToH37Rv.primary_only.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1179/02_R1179.LR.AlnToH37Rv.primary_only.cram.crai	5413	2026-07-20T13:53:04Z
sample	Mtb151	02_R1179	lr_full_depth_cram	samples/Mtb151/02_R1179/02_R1179.LR.AlnToH37Rv.primary_only.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1179/02_R1179.LR.AlnToH37Rv.primary_only.cram	771909873	2026-07-20T13:53:03Z
sample	Mtb151	02_R1179	asm_crai	samples/Mtb151/02_R1179/02_R1179.mm2.AsmToH37Rv.asm10.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1179/02_R1179.mm2.AsmToH37Rv.asm10.cram.crai	67	2026-07-20T13:53:07Z
sample	Mtb151	02_R1179	asm_cram	samples/Mtb151/02_R1179/02_R1179.mm2.AsmToH37Rv.asm10.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1179/02_R1179.mm2.AsmToH37Rv.asm10.cram	840386	2026-07-20T13:53:06Z
sample	Mtb151	02_R1708	lr_100x_crai	samples/Mtb151/02_R1708/02_R1708.LR.AlnToH37Rv.Subsample100x.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1708/02_R1708.LR.AlnToH37Rv.Subsample100x.cram.crai	2724	2026-07-23T16:47:06Z
sample	Mtb151	02_R1708	lr_100x_cram	samples/Mtb151/02_R1708/02_R1708.LR.AlnToH37Rv.Subsample100x.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1708/02_R1708.LR.AlnToH37Rv.Subsample100x.cram	407659514	2026-07-23T16:47:03Z
sample	Mtb151	02_R1708	lr_full_depth_crai	samples/Mtb151/02_R1708/02_R1708.LR.AlnToH37Rv.primary_only.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1708/02_R1708.LR.AlnToH37Rv.primary_only.cram.crai	4749	2026-07-20T13:53:16Z
sample	Mtb151	02_R1708	lr_full_depth_cram	samples/Mtb151/02_R1708/02_R1708.LR.AlnToH37Rv.primary_only.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1708/02_R1708.LR.AlnToH37Rv.primary_only.cram	712475470	2026-07-20T13:53:15Z
sample	Mtb151	02_R1708	asm_crai	samples/Mtb151/02_R1708/02_R1708.mm2.AsmToH37Rv.asm10.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1708/02_R1708.mm2.AsmToH37Rv.asm10.cram.crai	67	2026-07-20T13:53:19Z
sample	Mtb151	02_R1708	asm_cram	samples/Mtb151/02_R1708/02_R1708.mm2.AsmToH37Rv.asm10.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1708/02_R1708.mm2.AsmToH37Rv.asm10.cram	851326	2026-07-20T13:53:18Z
sample	Mtb151	02_R1896	lr_100x_crai	samples/Mtb151/02_R1896/02_R1896.LR.AlnToH37Rv.Subsample100x.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1896/02_R1896.LR.AlnToH37Rv.Subsample100x.cram.crai	2670	2026-07-23T16:47:21Z
sample	Mtb151	02_R1896	lr_100x_cram	samples/Mtb151/02_R1896/02_R1896.LR.AlnToH37Rv.Subsample100x.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1896/02_R1896.LR.AlnToH37Rv.Subsample100x.cram	393803067	2026-07-23T16:47:14Z
sample	Mtb151	02_R1896	lr_full_depth_crai	samples/Mtb151/02_R1896/02_R1896.LR.AlnToH37Rv.primary_only.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1896/02_R1896.LR.AlnToH37Rv.primary_only.cram.crai	4569	2026-07-20T13:53:31Z
sample	Mtb151	02_R1896	lr_full_depth_cram	samples/Mtb151/02_R1896/02_R1896.LR.AlnToH37Rv.primary_only.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1896/02_R1896.LR.AlnToH37Rv.primary_only.cram	678255262	2026-07-20T13:53:30Z
sample	Mtb151	02_R1896	asm_crai	samples/Mtb151/02_R1896/02_R1896.mm2.AsmToH37Rv.asm10.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1896/02_R1896.mm2.AsmToH37Rv.asm10.cram.crai	66	2026-07-20T13:53:34Z
sample	Mtb151	02_R1896	asm_cram	samples/Mtb151/02_R1896/02_R1896.mm2.AsmToH37Rv.asm10.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/02_R1896/02_R1896.mm2.AsmToH37Rv.asm10.cram	745574	2026-07-20T13:53:32Z
sample	Mtb151	18_0621851	lr_100x_crai	samples/Mtb151/18_0621851/18_0621851.LR.AlnToH37Rv.Subsample100x.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/18_0621851/18_0621851.LR.AlnToH37Rv.Subsample100x.cram.crai	1503	2026-07-23T17:07:09Z
sample	Mtb151	18_0621851	lr_100x_cram	samples/Mtb151/18_0621851/18_0621851.LR.AlnToH37Rv.Subsample100x.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/18_0621851/18_0621851.LR.AlnToH37Rv.Subsample100x.cram	178715967	2026-07-23T17:07:05Z
sample	Mtb151	18_0621851	lr_full_depth_crai	samples/Mtb151/18_0621851/18_0621851.LR.AlnToH37Rv.primary_only.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/18_0621851/18_0621851.LR.AlnToH37Rv.primary_only.cram.crai	1542	2026-07-20T13:53:45Z
sample	Mtb151	18_0621851	lr_full_depth_cram	samples/Mtb151/18_0621851/18_0621851.LR.AlnToH37Rv.primary_only.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/18_0621851/18_0621851.LR.AlnToH37Rv.primary_only.cram	182022739	2026-07-20T13:53:43Z
sample	Mtb151	18_0621851	asm_crai	samples/Mtb151/18_0621851/18_0621851.mm2.AsmToH37Rv.asm10.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/18_0621851/18_0621851.mm2.AsmToH37Rv.asm10.cram.crai	68	2026-07-20T13:53:48Z
sample	Mtb151	18_0621851	asm_cram	samples/Mtb151/18_0621851/18_0621851.mm2.AsmToH37Rv.asm10.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/18_0621851/18_0621851.mm2.AsmToH37Rv.asm10.cram	824053	2026-07-20T13:53:46Z
sample	Mtb151	3003-06	lr_100x_crai	samples/Mtb151/3003-06/3003-06.LR.AlnToH37Rv.Subsample100x.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/3003-06/3003-06.LR.AlnToH37Rv.Subsample100x.cram.crai	1985	2026-07-23T17:09:57Z
sample	Mtb151	3003-06	lr_100x_cram	samples/Mtb151/3003-06/3003-06.LR.AlnToH37Rv.Subsample100x.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/3003-06/3003-06.LR.AlnToH37Rv.Subsample100x.cram	322423727	2026-07-23T17:09:54Z
sample	Mtb151	3003-06	lr_full_depth_crai	samples/Mtb151/3003-06/3003-06.LR.AlnToH37Rv.primary_only.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/3003-06/3003-06.LR.AlnToH37Rv.primary_only.cram.crai	6046	2026-07-20T13:54:01Z
sample	Mtb151	3003-06	lr_full_depth_cram	samples/Mtb151/3003-06/3003-06.LR.AlnToH37Rv.primary_only.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/3003-06/3003-06.LR.AlnToH37Rv.primary_only.cram	1007148365	2026-07-20T13:53:59Z
sample	Mtb151	3003-06	asm_crai	samples/Mtb151/3003-06/3003-06.mm2.AsmToH37Rv.asm10.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/3003-06/3003-06.mm2.AsmToH37Rv.asm10.cram.crai	68	2026-07-20T13:54:03Z
sample	Mtb151	3003-06	asm_cram	samples/Mtb151/3003-06/3003-06.mm2.AsmToH37Rv.asm10.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/3003-06/3003-06.mm2.AsmToH37Rv.asm10.cram	823658	2026-07-20T13:54:02Z
sample	Mtb151	4549-04	lr_100x_crai	samples/Mtb151/4549-04/4549-04.LR.AlnToH37Rv.Subsample100x.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/4549-04/4549-04.LR.AlnToH37Rv.Subsample100x.cram.crai	1987	2026-07-23T17:09:47Z
sample	Mtb151	4549-04	lr_100x_cram	samples/Mtb151/4549-04/4549-04.LR.AlnToH37Rv.Subsample100x.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/4549-04/4549-04.LR.AlnToH37Rv.Subsample100x.cram	320959315	2026-07-23T17:09:45Z
sample	Mtb151	4549-04	lr_full_depth_crai	samples/Mtb151/4549-04/4549-04.LR.AlnToH37Rv.primary_only.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/4549-04/4549-04.LR.AlnToH37Rv.primary_only.cram.crai	5818	2026-07-20T13:54:16Z
sample	Mtb151	4549-04	lr_full_depth_cram	samples/Mtb151/4549-04/4549-04.LR.AlnToH37Rv.primary_only.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/4549-04/4549-04.LR.AlnToH37Rv.primary_only.cram	965426043	2026-07-20T13:54:15Z
sample	Mtb151	4549-04	asm_crai	samples/Mtb151/4549-04/4549-04.mm2.AsmToH37Rv.asm10.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/4549-04/4549-04.mm2.AsmToH37Rv.asm10.cram.crai	67	2026-07-20T13:54:19Z
sample	Mtb151	4549-04	asm_cram	samples/Mtb151/4549-04/4549-04.mm2.AsmToH37Rv.asm10.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/4549-04/4549-04.mm2.AsmToH37Rv.asm10.cram	824378	2026-07-20T13:54:18Z
sample	Mtb151	696-05	lr_100x_crai	samples/Mtb151/696-05/696-05.LR.AlnToH37Rv.Subsample100x.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/696-05/696-05.LR.AlnToH37Rv.Subsample100x.cram.crai	1963	2026-07-23T17:09:39Z
sample	Mtb151	696-05	lr_100x_cram	samples/Mtb151/696-05/696-05.LR.AlnToH37Rv.Subsample100x.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/696-05/696-05.LR.AlnToH37Rv.Subsample100x.cram	318702528	2026-07-23T17:09:35Z
sample	Mtb151	696-05	lr_full_depth_crai	samples/Mtb151/696-05/696-05.LR.AlnToH37Rv.primary_only.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/696-05/696-05.LR.AlnToH37Rv.primary_only.cram.crai	5677	2026-07-20T13:54:32Z
sample	Mtb151	696-05	lr_full_depth_cram	samples/Mtb151/696-05/696-05.LR.AlnToH37Rv.primary_only.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/696-05/696-05.LR.AlnToH37Rv.primary_only.cram	951351239	2026-07-20T13:54:30Z
sample	Mtb151	696-05	asm_crai	samples/Mtb151/696-05/696-05.mm2.AsmToH37Rv.asm10.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/696-05/696-05.mm2.AsmToH37Rv.asm10.cram.crai	68	2026-07-20T13:54:34Z
sample	Mtb151	696-05	asm_cram	samples/Mtb151/696-05/696-05.mm2.AsmToH37Rv.asm10.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/696-05/696-05.mm2.AsmToH37Rv.asm10.cram	823519	2026-07-20T13:54:33Z
sample	Mtb151	702-06	lr_100x_crai	samples/Mtb151/702-06/702-06.LR.AlnToH37Rv.Subsample100x.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/702-06/702-06.LR.AlnToH37Rv.Subsample100x.cram.crai	1954	2026-07-23T17:09:29Z
sample	Mtb151	702-06	lr_100x_cram	samples/Mtb151/702-06/702-06.LR.AlnToH37Rv.Subsample100x.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/702-06/702-06.LR.AlnToH37Rv.Subsample100x.cram	319070436	2026-07-23T17:09:22Z
sample	Mtb151	702-06	lr_full_depth_crai	samples/Mtb151/702-06/702-06.LR.AlnToH37Rv.primary_only.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/702-06/702-06.LR.AlnToH37Rv.primary_only.cram.crai	4594	2026-07-20T13:54:45Z
sample	Mtb151	702-06	lr_full_depth_cram	samples/Mtb151/702-06/702-06.LR.AlnToH37Rv.primary_only.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/702-06/702-06.LR.AlnToH37Rv.primary_only.cram	753750944	2026-07-20T13:54:43Z
sample	Mtb151	702-06	asm_crai	samples/Mtb151/702-06/702-06.mm2.AsmToH37Rv.asm10.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/702-06/702-06.mm2.AsmToH37Rv.asm10.cram.crai	67	2026-07-20T13:54:48Z
sample	Mtb151	702-06	asm_cram	samples/Mtb151/702-06/702-06.mm2.AsmToH37Rv.asm10.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/702-06/702-06.mm2.AsmToH37Rv.asm10.cram	823934	2026-07-20T13:54:46Z
sample	Mtb151	706-05	lr_100x_crai	samples/Mtb151/706-05/706-05.LR.AlnToH37Rv.Subsample100x.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/706-05/706-05.LR.AlnToH37Rv.Subsample100x.cram.crai	1951	2026-07-23T17:09:13Z
sample	Mtb151	706-05	lr_100x_cram	samples/Mtb151/706-05/706-05.LR.AlnToH37Rv.Subsample100x.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/706-05/706-05.LR.AlnToH37Rv.Subsample100x.cram	317521976	2026-07-23T17:09:10Z
sample	Mtb151	706-05	lr_full_depth_crai	samples/Mtb151/706-05/706-05.LR.AlnToH37Rv.primary_only.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/706-05/706-05.LR.AlnToH37Rv.primary_only.cram.crai	2849	2026-07-20T13:54:56Z
sample	Mtb151	706-05	lr_full_depth_cram	samples/Mtb151/706-05/706-05.LR.AlnToH37Rv.primary_only.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/706-05/706-05.LR.AlnToH37Rv.primary_only.cram	462856116	2026-07-20T13:54:55Z
sample	Mtb151	706-05	asm_crai	samples/Mtb151/706-05/706-05.mm2.AsmToH37Rv.asm10.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/706-05/706-05.mm2.AsmToH37Rv.asm10.cram.crai	67	2026-07-20T13:54:59Z
sample	Mtb151	706-05	asm_cram	samples/Mtb151/706-05/706-05.mm2.AsmToH37Rv.asm10.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/706-05/706-05.mm2.AsmToH37Rv.asm10.cram	925718	2026-07-20T13:54:57Z
sample	Mtb151	8129-04	lr_100x_crai	samples/Mtb151/8129-04/8129-04.LR.AlnToH37Rv.Subsample100x.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/8129-04/8129-04.LR.AlnToH37Rv.Subsample100x.cram.crai	1963	2026-07-23T17:09:02Z
sample	Mtb151	8129-04	lr_100x_cram	samples/Mtb151/8129-04/8129-04.LR.AlnToH37Rv.Subsample100x.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/8129-04/8129-04.LR.AlnToH37Rv.Subsample100x.cram	316386828	2026-07-23T17:08:59Z
sample	Mtb151	8129-04	lr_full_depth_crai	samples/Mtb151/8129-04/8129-04.LR.AlnToH37Rv.primary_only.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/8129-04/8129-04.LR.AlnToH37Rv.primary_only.cram.crai	9114	2026-07-20T13:55:16Z
sample	Mtb151	8129-04	lr_full_depth_cram	samples/Mtb151/8129-04/8129-04.LR.AlnToH37Rv.primary_only.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/8129-04/8129-04.LR.AlnToH37Rv.primary_only.cram	1504185869	2026-07-20T13:55:14Z
sample	Mtb151	8129-04	asm_crai	samples/Mtb151/8129-04/8129-04.mm2.AsmToH37Rv.asm10.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/8129-04/8129-04.mm2.AsmToH37Rv.asm10.cram.crai	67	2026-07-20T13:55:18Z
sample	Mtb151	8129-04	asm_cram	samples/Mtb151/8129-04/8129-04.mm2.AsmToH37Rv.asm10.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/8129-04/8129-04.mm2.AsmToH37Rv.asm10.cram	824703	2026-07-20T13:55:17Z
sample	Mtb151	8651-04	lr_100x_crai	samples/Mtb151/8651-04/8651-04.LR.AlnToH37Rv.Subsample100x.cram.crai	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/8651-04/8651-04.LR.AlnToH37Rv.Subsample100x.cram.crai	1944	2026-07-23T17:10:07Z
sample	Mtb151	8651-04	lr_100x_cram	samples/Mtb151/8651-04/8651-04.LR.AlnToH37Rv.Subsample100x.cram	https://pub-4ffd5d52d77a41f7b1f7021fbd09c3d2.r2.dev/samples/Mtb151/8651-04/8651-04.LR.AlnToH37Rv.Subsample100x.cram	319290328	2026-07-23T17:10:04Z
